site	x	y	road_len	area	rd_dens	prec_mean	prec_sd	prec_cv	Ave_catchment_order	Ave_river_protect	Ave_imperviousness	Ave_natural_cover	Ave_pressure_sum	ave_logNconcen	mean_C_percent	mid_pH	masr	mat	elev	ALP	BG	BGC	BGL	BL	BRock	GY	HCPYB	HCYB	ice	IRENYB	IYBBL	IYBLRE	IYBLYB	IYBRE	IYGRE	IYGYB	lake	LIT	MSoil	OR	POD	PYB	PYBL	PYBP	PYBP/YBL	R/YP/YBL	RE	RE/YBP	REND	rive	RL	SAGY	SAOR	SKele	town	UYB	UYG	YB	YBL	YBL/YB	YBP	YBP/YBL	YBS	YBST	YG	artificial2	bare2	water2	cropland2	grassland2	scrub2	forest2	artificial3	bare3	water3	cropland3	grassland3	scrub3	forest3	bare	scrub	exotic_grassland	ind_forest	tussock	plantations	urban	freshwater	marine	high_alt	low_alt	urbanised	aquatic_veg	Alpine Grass/Herbfield	Broadleaved Indigenous Hardwoods	Built-up Area (settlement)	Coastal Sand and Gravel	Deciduous Hardwoods	Depleted Grassland	Exotic Forest	Fernland	Flaxland	Forest - Harvested	Gorse and/or Broom	Gravel and Rock	Herbaceous Freshwater Vegetation	High Producing Exotic Grassland	Indigenous Forest	Lake and Pond	Landslide	Low Producing Grassland	Mangrove	Manuka and/or Kanuka	Matagouri or Grey Scrub	Mixed Exotic Shrubland	Orchard Vineyard & Other Perennial Crops	Permanent Snow and Ice	River	Short-rotation Cropland	Sub Alpine Shrubland	Surface Mines and Dumps	Tall Tussock Grassland	Transport Infrastructure	Urban Parkland/Open Space	Richness	Rapaport node
TH	175.87694865476692	-40.405048735107066	302164.8	41788.63	0.071588434	3317	0	0	3.354166667	0.299841667	0.018745244	0.391190167	0.566542035	0.188547286	18.7481379	5.564627648	13.7533998	12.6990004	81	0	0	0	0	0	0	695.3581338	0	0	0	0	0	0	0	0	0	4345.608169	0	0	0	0	0	144.3271413	0	0	0	0	9107.195095	0	621.973425	0	0	1501.112217	0	0	518.2087625	0	0	49776.14858	34828.05433	0	0	0	0	0	0	312.1070544	192.5286477	201.7870852	0	32497.21037	2417.002553	6167.997795	311.9	191.18	203.08	0	32176.31	2605.8	6300.21	255.13	1060.47	32060.67	7146.34	111.33	635.25	311.9	207.39	0	523.05	89.95	291.82	4.31	0	1227.77	257.11	0	79.74	0	555.51	11.76	0	63.95	168.47	176.37	4.31	32060.67	5601.01	7.83	14.81	82.21	0	870.92	7.74	1.58	0	0	195.25	0	317.56	11.15	29.12	8.93	34.71	392	11
TIR	175.9195862792732	-40.46696233756845	3160.72	1552.79	0.152309343	1223.95	72.49	0.059	3.571428571	0.190542857	0.005007614	0.184066514	0.563494	-0.4792145	19.35454505	5.881818164	13.7166996	12.7098999	100	0	0	0	0	0	0	239.7727313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.4631063	0	0	0	0	0	0	0	0	3933.812613	646.8387063	0	0	0	0	0	0	0	0	0	0	1246.260695	277.051191	29.48222564	0	0	0	0	1218.11	305.33	29.36	0	254.55	1218.11	75.62	0	4.52	0	0	0	0	0	0	0	0	50.78	0	0	4.52	0	0	0	0	0	117.75	0	0	1218.11	24.84	0	0	0	0	136.8	0	0	0	0	0	0	0	0	0	0	0	781	12
TIW	177.2404231785257	-38.919224242234044	8912.46	783.76	1.064852238	1256.97	2.37	0.002	4.5	0.1635	0.021454875	0.37261	0.6232355	-0.605165658	18.6999996	6.2999998	14.6267004	13.8648005	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.6077938	0	0	3263.437181	0	0	0	0	0	0	0	0	2.092281202	10.66870106	771.0034712	0	0	0	0	3.87	10.6	769.27	45.25	10.6	0	75.65	3.87	648.37	0	0	0	0	3.87	0	0	0	0	0	0	0	0	648.37	0	0	45.25	0	0	0	0	75.65	0	0	3.87	0	10.6	0	0	0	0	0	0	0	0	0	0	0	1499	7
TK	175.45767818415894	-39.49620396663756	120425.46	22078.16	0.549642265	1876	679.5	0.362	3.25	0.333154167	0.017171621	0.661177104	0.587143708	0.088189525	13.36516822	5.188763952	13.3753996	10.4832001	596	0	0	0	0	0	6995.15635	765.8163563	0	0	0	0	0	0	0	0	0	0	0	0	3453.009075	0	0	0	0	0	0	0	6109.115406	2554.939613	0	0	0	0	0	0	35.88856875	0	0	0	9561.675181	0	6307.776081	0	0	0	0	68.59365479	799.0840408	12.04096431	231.9444904	5244.879904	1079.935437	14641.67738	69.46	798.61	11.89	254.33	5194.5	1041.98	14707.43	769.32	889.41	2980.2	8609.68	2441.43	6287.76	69.46	30.94	0	1817.09	366.37	15.16	27.2	86.6	12.64	15.16	0	53.96	1204.66	6233.8	0	8.15	57.31	148.66	701.66	19.05	2725.87	8362.36	11.89	0	366.37	0	732.6	0	0	0	10.35	0	254.33	148.08	0	870.4	54.3	0	463	11
TKP	176.33420338888575	-39.96589909742483	67015.82	8563.61	0.750172973	1216.79	253.83	0.209	3.181818182	0.185754545	0.020830982	0.162991927	0.563191727	-0.4145659	25.5017854	6.16071425	13.9468002	12.5144997	222	0	0	0	0	0	0	485.9129063	0	0	0	0	0	0	3070.712006	0	0	0	0	0	0	0	0	0	0	0	0	0	263.1552563	0	0	0	0	0	0	0	0	0	0	3790.279606	5370.374019	0	0	0	0	0	0	0	0	4.847920423	0	7619.635776	206.3921184	732.7322097	0	0	3.5	0	7604.8	243.3	711.99	0	60.7	7464.71	616.46	140.09	278.13	0	3.5	0	0	142.17	0	0	0	182.6	0	0	27.11	0	251.02	0	0	0	11.02	0	0	7464.71	433.86	3.5	0	140.09	0	47.6	2.08	0	0	0	0	0	0	0	0	0	0	1438	12
TKT	176.3507613910879	-39.93527418597348	15357.74	10278.31	0.21933949	1759.94	371.37	0.211	3.085714286	0.419805714	0.007773531	0.639299549	0.714727686	0.864558	19.42499966	5.168000052	13.9434996	12.3886995	243	0	0	0	0	0	501.623275	0	0	0	0	0	0	0	4526.649456	0	0	0	0	0	0	0	0	0	0	0	0	0	26.8891125	0	0	5588.726888	0	0	1562.164694	0	0	0	0	13165.32194	2389.796288	0	0	0	0	0	416.4102145	0	233.0347683	0.605046686	0	4629.687039	1197.535576	4217.443209	0	239.24	0.59	0	4523.76	1262.66	4251.97	239.24	170.44	3119.52	5065.17	1404.24	279.02	0	0.59	0	818.89	885.93	0	0	0	994.35	0	0	143.23	0	135.79	0	0	0	42.51	202.71	0	3119.52	3972.95	0.59	36.53	885.93	0	127.93	0	0	0	0	0	0	97.87	0	518.31	0	0	1041	10
TNK	172.6892629362529	-43.30490719126619	616.14	71.76	1.475751162	483	4.06	0.008	3	0.014	0.169409	0.0138186	0.232511	0.9679132	13.6499996	6.75	13.1792002	11.9834003	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1804.359219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.3790068	0	0	0	0	0	59.85705912	10.39349916	0	1.505372188	0	0	0	59.9	10.34	0	1.51	0	0	70.24	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	10.34	0	0	0	0	0	0	0	0	0	0	0	59.9	0	0	0	0	0	767	5
TP	176.28802229365135	-39.01301216673524	51815.48	8996.32	1.02533555	1714.93	140.68	0.082	3.121212121	0.177645455	0.015808633	0.457031467	0.525342	0.06222899	11.9859371	5.571093691	13.6826	9.9514999	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.0204688	10193.36259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17884.50871	0	0	27427.46183	0	0	0	0	37.61463935	0	0	0	4264.736241	789.8661266	3904.099491	37.62	0	0	0	4313.92	615.01	4029.77	293.17	212.58	3953.26	2313.83	334.71	1825.2	37.62	25.95	0	0	334.71	0	25.95	0	402.43	0	0	22.08	0	1803.12	0	0	293.17	0	0	25.95	3953.26	1911.4	0	0	334.71	0	212.58	0	0	0	0	0	0	0	3.42	0	34.2	0	884	12
TR	175.66761525747918	-41.063047861780866	191879.59	50783.27	0.362693042	894.58	69.35	0.078	3.256410256	0.173865385	0.008387874	0.157134837	0.571219532	-0.096480245	18.09240468	6.009873396	13.6269999	12.7146997	79	0	0	0	0	0	0	0	0	0	0	5956.195981	0	0	0	0	0	44313.9039	0	0	0	0	0	0	0	0	0	0	2797.660837	0	563.9903313	0	0	0	0	0	0	0	0	53842.82916	0	0	0	0	0	0	5043.100063	4.04857275	1.057278342	30.54984372	0	39281.27684	3248.403512	8217.934795	4.02	1.03	31.58	251.38	38476.59	3260.53	8758.07	101	2197.17	37492.55	2064.13	1235.42	7657.33	4.02	31.58	0	1.03	1235.42	0	0	0	1063.36	0	0	267.87	0	7389.46	0	0	99.97	490.77	1.03	0	37241.17	1000.77	29.93	0	1235.42	0	1706.4	0	0	0	0	1.65	251.38	0	4.02	0	0	0	1318	10
TRB	176.92789561179345	-39.71546740201365	1507930.59	244686.83	0.583862424	801.99	152.74	0.19	3.172205438	0.245027946	0.014351817	0.38307223	0.668348005	0.003515217	28.79170627	5.641520469	14.6501999	13.1927004	39	0	0	0	0	0	17874.72638	1943.144863	0	0	0	0	0	0	48733.68043	0	0	54507.75624	195.0459688	0	0	1408.606913	0	0	0	0	0	0	32568.85158	0	4523.962681	27733.06449	0	0	2505.314475	0	217.1841	0	0	153858.0581	84584.0635	0	417.10215	0	0	0	93550.94235	852.6793329	2193.152614	1276.947658	3006.520932	194834.9515	7088.575024	35434.00298	855.58	2163.17	1252.27	4907.7	192568.1	6580.52	36359.62	2363.29	2517.16	194419.99	25428.1	2940.84	14794.76	855.58	1367.24	0	3460.36	1839.41	815.86	114.97	0	3612.17	598.44	0	3249.13	0	11545.63	16.37	0	200.12	292.13	1874.84	114.97	189512.29	21364.74	447.8	288.33	1806.51	0	2102.99	32.9	72.77	875.74	0	804.47	4031.96	451.19	33.34	1134.33	6.38	217.42	1261	7
TRC	175.9886851153033	-40.75450299375347	17152.85	2274.75	0.609117925	1151.7	61.97	0.054	3.3	0.218606667	0.00960717	0.139821213	0.5696056	0.01939932	14.68787839	5.751515195	13.4196997	12.1828003	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1844.745644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16060.77676	0	0	0	0	0	0	0	0	0	0	0	1206.48357	495.1812709	573.0843757	0	0	0	0	1209.29	483.18	582.27	15.86	333.14	1209.29	352.79	0	363.66	0	0	0	0	0	0	0	0	150.04	0	0	0	0	363.66	0	0	15.86	315.75	0	0	1209.29	202.75	0	0	0	0	17.39	0	0	0	0	0	0	0	0	0	0	0	2073	12
TRK	174.7699807996368	-37.86889324310819	0	129.85	0.503234565	1414.8	3.25	0.002	1.8	0.3425	0.02413196	0.6261136	0.6371342	-0.121	22.8999996	5.333333333	12.7907	14.177	180	0	0	753.444	0	469.1262125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.41781402	15.54793487	102.8857068	0	0	0	0	11.44	15.52	102.9	0	15.52	11.44	102.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.44	102.9	0	0	0	0	15.52	0	0	0	0	0	0	0	0	0	0	0	2711	17
TRN	174.84885563812819	-36.37402232741634	192.64	57.11	0.143540829	904	16	0.018	1	0.096	0.0034	0.457	0.2162	-0.0550594	18.8999996	5.366666467	14.7577	15.6625996	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390.15455	0	0	0	0	0	0	0	0	0.589482386	0	0	22.11804846	3.01381473	31.3812616	0	0.57	0	0	22.04	2.98	31.52	0.57	0	16.41	34.5	5.63	0	0	0	0	0	5.63	0	0	0	2.98	0	0.57	0	0	0	0	0	0	0	0	0	16.41	31.52	0	0	5.63	0	0	0	0	0	0	0	0	0	0	0	0	0	3785	18
TRP	175.69562222255064	-36.79907961624248	778.08	250.71	0.846652389	1424.44	18.31	0.013	3	0.170266667	0.0271817	0.511897333	0.713659	-0.391291527	22.8999996	5.499999833	13.9280005	14.5018997	20	0	0	1742.440825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.1703177	49.41998082	86.12339718	2.36	0	0	0	44.65	49.42	154.27	0	48.81	44.65	80.11	0	74.77	2.36	0	0	0	0	2.36	0	0	0.61	2.36	0	0	0	74.77	0	0	0	0	0	0	44.65	79.5	0	0	0	0	48.81	0	0	0	0	0	0	0	0	0	0	0	1861	20
TRU	175.5204520474772	-37.11042994459574	7463.95	1550.3	0.438590258	1301.29	87.81	0.067	2	0.284706667	0.03473308	0.882095733	0.7302818	-0.032094303	22.8999996	5.0999999	13.6155005	14.9782	13	0	0	9556.208881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.344106394	0	0	0	21.05582686	261.5292898	1261.372818	6.29	0	0	0	21.06	148.81	1374.14	0	111.72	0	1411.23	21.06	0	6.29	0	0	0	21.06	6.29	0	0	37.09	6.29	0	0	0	0	0	0	0	0	0	0	0	1374.14	0	0	21.06	0	111.72	0	0	0	0	0	0	0	0	0	0	0	1135	20
TS	176.06490674337283	-40.24535482890829	34029.87	7454.39	0.461986631	1783.72	319.23	0.179	3.060606061	0.437239394	0.011678545	0.687777788	0.59504897	-0.132060697	22.35975583	5.434146249	13.7869997	12.4870996	160	0	0	0	0	0	0	0	0	0	0	0	0	0	2007.161463	0	0	0	0	0	0	0	0	0	0	0	0	0	1171.0661	0	0	0	0	0	3311.219056	0	0	0	0	8753.96155	4237.171006	0	0	0	0	0	0	51.65339748	67.70528682	6.774301926	0	4526.490055	2467.590445	334.1747337	51.75	67.19	6.79	0	4523.66	2467.44	337.59	74.8	20.57	4281.92	2616.13	241.74	160.72	51.75	6.79	0	400.48	241.74	49.99	0	0	2109.61	0	0	47.76	0	112.96	0	0	7.61	0	63.22	0	4281.92	169.26	0	3.97	241.74	0	20.57	0	0	0	0	6.79	0	337.26	0	0	1.76	49.99	575	12
TSH	176.70274902017212	-39.948935210756495	1204843.21	193101.63	0.658672869	828.16	171.98	0.208	3.145728643	0.258235678	0.013003101	0.411359551	0.673044276	0.096379667	25.5684517	5.557413467	14.2767	12.6871996	100	0	0	0	0	0	18579.82751	1943.144863	0	0	0	0	0	0	48054.38713	0	0	52155.30521	195.0459688	0	0	87.9207375	0	0	0	0	0	0	26303.72358	0	2353.886388	22196.98009	0	0	1787.140544	0	217.1841	0	0	145264.7615	77131.3335	0	245.8581188	0	0	0	43402.32842	785.5758699	1773.62525	800.9318076	1348.463634	150645.8607	6691.868901	31055.30808	788.62	1756.38	787.3	3133.06	148560.09	6236.28	31840.28	1866.47	2289.34	149016.98	24896.08	2581.27	10781.05	788.62	882.2	0	3019	1497.08	749.91	94.9	0	3494.31	538.07	0	2359.13	0	8421.92	16.37	0	110.09	266.28	1469.22	94.9	145883.92	20949.14	375.25	287.16	1484.12	0	1981.8	12.96	11.93	820.35	0	412.05	2312.71	452.63	33.34	1097.15	5.37	211.84	820	11
tsRM	173.20237548557145	-41.34899727241909	1818.78	125.68	2.79735589	1035.2	10.57	0.01	2.333333333	0.1398	0.141752933	0.058299167	0.465932333	-0.070978062	15.3999996	6.16000004	14.8209	12.5304003	55	0	0	0	0	0	0	0	0	0	0	472.0530938	0	0	0	0	0	383.8756832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.4811813	0	0	0	0	0	0	0	1.177754334	0	0	0	24.09211369	45.18021404	55.22729317	1.16	0	0	0	13.11	56.15	55.24	0	35.88	13.11	20.3	0	55.21	1.16	0	0	0	0	1.05	0	0	20.27	1.05	0	0	0	55.21	0	0	0	34.87	0	0	13.11	0.03	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0.11	0	2867	7
TUK	176.9319713852493	-39.60455985102415	1549880.09	248762.42	1.12501061	639.09	144.28	0.226	3.179450072	0.2339589	0.014967808	0.370023429	0.664911931	-0.639062889	29.09239829	5.666153057	14.7522001	13.6620998	3	0	0	0	0	0	20486.5558	1943.144863	0	0	0	0	0	0	49412.97373	0	0	53385.14575	195.0459688	0	0	1408.606913	0	0	0	0	0	0	34005.98284	0	4739.88545	33269.14889	0	0	1787.140544	0	217.1841	0	0	162965.8317	78218.73834	0	360.0208063	0	0	0	103753.7515	852.6793329	2321.876239	1410.160652	3818.363444	197290.0042	7130.847481	35938.49146	855.58	2291.42	1385.75	5719.33	195008.76	6622	36879.81	2493.81	2579.4	197656.62	25430.15	2957.38	15289.87	855.58	1499.84	0	3581.5	1846.31	815.86	114.09	0	3608.04	598.44	0	3398.12	0	11891.75	16.37	0	202.39	340.66	2000.13	114.09	191937.29	21387.55	451	291.29	1810.57	0	2108.43	35.74	78.2	1523.73	0	934.75	4195.6	434.56	33.34	1146.81	6.38	217.42	934	7
VU	174.72677737170434	-36.68953873910331	1141.48	79.5	3.806740761	1145	1.41	0.001	2.25	0.0865	0.2760233	0.29938225	0.59845825	-0.142130678	8.2666664	3.666666667	12.9254999	15.2378998	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.137	0	0	0	0	0	0	0	0	0	0	0	0	6974.017066	0	0	620.5043	0	0	0	0	0	0	0	6.316648048	0	0	0	26.44774254	33.35167957	13.38494199	6.28	0	0	0	26.56	40.38	6.29	0	36.57	26.56	3.82	0	6.28	6.28	0	0	0	0	6.28	0	0	3.81	6.28	0	0	0	6.28	0	0	0	0	0	0	26.56	0.01	0	0	0	0	36.57	0	0	0	0	0	0	0	0	0	0	0	3427	16
WAI	174.91575862964766	-41.22819610048629	98699.44	1436.28	6.364533424	1188.39	45.12	0.038	3.777777778	0.158566667	0.248837389	0.652101778	0.553619444	-0.17250065	14.27142823	4.807142764	13.6820002	13.1636	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12828.57066	0	0	1256.42985	0	0	0	0	0	0	0	849.5315389	0	0	0	0	561.2333521	25.51893727	849.69	0	0	0	0	561.25	25.39	0	231.82	0	351.24	0	3.58	849.69	0	0	0	0	849.69	0	0	329.43	798.21	0	0	0	3.58	0	0	0	231.82	0	0	0	21.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.48	1701	7
WB	175.0964551433137	-37.09301207346774	212.17	363.88	0.355115294	1627.2	25.38	0.016	4	0.152625	0.029269325	0.47812975	0.5585145	-0.650895613	16.8999996	5.2999998	13.0087996	13.7070999	93	0	0	0	80.92243125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.483	0	0	0	0	0	0	0	0	0	0	974.0455313	0	0	0	0	0	0	0	0	0	0	0	8.318422055	141.5241092	214.033188	0	0	0	0	8.24	141.68	213.97	0	89.65	8.24	266	0	0	0	0	0	0	0	0	0	0	52.03	0	0	0	0	0	0	0	0	0	0	0	8.24	213.97	0	0	0	0	89.65	0	0	0	0	0	0	0	0	0	0	0	2551	21
WC	175.25533812106383	-38.89163434273794	388654.94	97046.5	0.400397182	2014.44	478.1	0.237	3.027522936	0.264663914	0.013813556	0.595543248	0.521349621	-0.25687897	11.58547607	4.955966668	14.0314999	12.8628998	160	0	0	0	0	0	22787.68991	0	0	0	2068.2599	0	0	0	0	0	0	0	27.1940375	0	25612.28391	0	15126.51951	0	11466.05851	689.6396938	0	0	5147.542756	12708.79504	0	0	0	0	0	0	559.1425	0	0	22148.16593	21951.14735	705.4234375	68752.30779	4632.042394	0	0	0	470.0472782	2637.883085	372.483181	42.62761043	32245.31595	19427.73821	41850.40159	470.69	2635.97	372.43	88.09	31586.84	19918.37	41974.08	2605.09	11943.83	24124.87	43497.89	6101.28	6898.69	470.69	1404.13	0	8288.37	1557.35	405.85	1448.78	93.08	7323.14	355.5	0	145.37	0	6753.32	122.44	417.08	62.2	229.14	2526.38	1031.7	24036.78	35013.19	185.35	9.33	1508.03	0	10824.93	49.32	300.92	1.96	7.18	187.08	86.13	1068.48	24.62	4593.25	40.22	50.35	505	11
wgMAN	175.12589592405627	-41.09389420474252	73502.72	10089.32	0.868969023	1677.04	355.89	0.212	3.304347826	0.385891304	0.062121961	0.698969117	0.575118522	0.32671556	18.83605404	5.616326459	13.1134005	12.2528	99	0	0	0	0	0	0	194.0738574	0	0	0	0	0	0	0	0	0	0	0	0	0	422.245176	0	862.3407207	0	0	0	0	278.7053	0	0	0	0	0	0	0	57.40075	0	0	11428.02259	1198.72192	0	0	0	0	0	0	113.3018025	53.0457194	2.389676381	5.992624199	3282.177384	3219.263289	3413.148224	164.27	15.84	2.33	0	3194.88	3293.67	3418.4	78.83	1173.8	3052.54	4030.24	142.34	1445.04	164.27	2.33	0	24.99	133.19	164.27	0	0	2119.87	163	0	0	0	1445.04	0	0	62.99	321.4	15.84	0	3052.54	1910.37	2.23	0	133.19	0	852.4	0	0	0	0	0.1	0	0	0	9.15	0	1.27	1515	11
wgPOR	174.83958441542018	-41.14936358848498	138287.34	3161.72	3.86824441	1086.6	40.18	0.037	3.1	0.18995	0.22535556	0.29452602	0.4753793	-0.249584886	15.51555517	5.402222053	13.7462997	13.3053999	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8674.566275	0	0	3350.8229	0	0	0	0	0	0	0	948.3642401	0	0	0	1260.573419	708.7848938	243.9989175	1032.18	0	0	0	1123.64	699.73	306.14	0	340.95	1093.31	366.41	30.33	298.51	1032.18	0	0	0	30.33	1001.64	0	0	358.78	938.12	0	0	0	298.51	0	0	0	340.95	0	0	1093.31	7.63	0	0	30.33	0	0	0	0	0	0	0	0	0	10.77	0	19.77	63.52	1590	7
WGR	175.49404809033595	-36.757042234059206	15275.33	825.1	1.380172968	1635.21	15.48	0.009	2.714285714	0.1726	0.040184214	0.656891286	0.662316143	-0.472379129	25.09090873	5.381818118	13.8961	15.4329004	14	0	0	2650.144063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.8442563	0	0	0	0	0	0	0	0	0	0	2251.144706	0	0	0	0	0	0	0	53.75938756	0	0	0	101.7828378	459.2414168	210.3130594	63.21	0	0	0	93.8	458.07	209.99	0	411.06	93.8	240.33	0	16.67	63.21	0	0	0	0	63.21	0	0	47.01	63.21	0	1.56	0	15.11	0	0	0	0.22	0	0	93.8	193.32	0	0	0	0	410.84	0	0	0	0	0	0	0	0	0	0	0	1461	20
wgWG	175.40112361748592	-41.021942020417285	4070.42	18077.84	0.017771984	3812.38	1121.47	0.294	3.032258065	0.723551613	0.001154445	0.96969671	0.77110429	-0.2419905	20.40088456	5.642477973	13.2469997	12.1044998	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.1032	0	0	0	0	124.292	0	0	0	0	8134.18737	0	0	0	0	0	21835.77067	0	0	0	0	0	448.9366592	0	0	107.8762875	57.0556369	0	1398.033742	2132.057287	14382.81515	0	107.19	57	0	1398.57	2149.15	14365.88	119.6	127.42	39.5	16243.4	1359.07	131.8	0	57	0	2765.23	26.9	0	0	6.38	658.96	0	0	0	0	131.8	0	0	18.79	11.27	63.91	0	39.5	14215.29	0	36.9	26.9	0	116.15	0	0	0	0	57	0	1362.77	0	1332.17	0	0	1046	12
WHB	175.87899395298876	-41.064831197983246	0	251.69	0.434146494	1258.3	62.57	0.05	3	0.189166667	0.0174358	0.0639461	0.608481	-0.04284915	15.25714246	6.0428571	13.4101	12.1069002	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867.2380688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2890.047019	0	0	0	0	0	0	0	0	0	0	0	187.3098495	30.93541852	33.44595392	0	0	0	0	187.34	30.94	33.42	21.11	23.65	187.34	7.29	0	12.31	0	0	0	0	0	0	0	0	7.29	0	0	0	0	12.31	0	0	21.11	0	0	0	187.34	0	0	0	0	0	23.65	0	0	0	0	0	0	0	0	0	0	0	850	12
WKK	175.0705010479155	-37.77781519430835	0	255.64	0	1522	1.95	0.001	3	0.20045	0.00300045	0.5874855	0.72586	0.2422456	47.79999987	5.0666666	12.4497004	13.9167004	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329.954931	0	0	0	0	0	0	0	0	0	0	0	0	0	255.6406146	0	0	0	0	0	0	255.64	0	0	0	255.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1486	20
wkMTA	174.93047050455556	-37.42691555717331	4022.65	918.51	0.443062305	1394.81	33.21	0.024	3.4	0.05204	0.01417786	0.1171384	0.6234916	-0.1974524	23.333333	6.538888822	13.3437004	14.3814001	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2472.9132	173.9052188	0	0	0	0	0	0	0	0	0	0	819.9992748	54.17571873	44.33014575	0	0	0	0	816.42	53.66	48.42	0	45.8	816.42	50.29	0	5.99	0	0	0	0	0	0	0	0	7.86	0	0	2.31	0	3.68	0	0	0	0	0	0	816.42	42.43	0	0	0	0	45.8	0	0	0	0	0	0	0	0	0	0	0	2675	21
WKN	175.13346081698936	-40.87585437547075	0	1024.35	0.111418277	1301.97	121.4	0.093	3.2	0.23188	0.0140014	0.675753	0.6855102	0.212495883	16.7124996	5.556249881	13.2776003	12.1386003	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044.651381	1209.641052	0	0	0	0	0	0	0	0	0	0	22.45793443	287.3259691	714.5688927	0	0	0	0	0	287.31	737.04	5.81	0	0	873.51	0	145.03	0	0	0	0	0	0	0	0	287.31	0	0	0	0	145.03	0	0	5.81	0	0	0	0	586.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1893	12
wkNK	174.9021820883988	-37.545033922877955	6867.04	1242.39	0.531698644	1419.08	23.61	0.017	3.333333333	0.060366667	0.011209417	0.077276383	0.666391	0.110777	39.36666658	5.799999867	13.1302996	14.4361	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2558.43675	918.9356938	0	0	0	0	0	0	1.838180579	0	0	0	1115.367321	60.79340887	64.39097172	1.8	0	0	0	1115.91	3.91	120.79	0	0	1115.91	63.58	0	61.12	1.8	0	0	0	0	0	0	0	3.91	0	0	0	0	61.12	0	0	0	0	0	0	1115.91	59.67	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	1871	21
